symbol	locus_name	acc_number	swiss-prot	sgd	sequence_length	3d	chromosome
YDR246W-A;smORF127	YDR246W-A	Q3E763	YD246_YEAST	S000028542	66	4	
YDR248C	YDR248C	Q03786	GNTK_YEAST	S000002656	193	4	
YDR249C	YDR249C	Q03787	YD249_YEAST	S000002657	373	4	
YDR250C	YDR250C	Q03788	YD250_YEAST	S000002658	91	4	
YDR262W;YD9320B.01	YDR262W	Q12331	YFAS1_YEAST	S000002670	272	4	
YDR269C	YDR269C	P87281	YD269_YEAST	S000002677	107	4	
YDR271C	YDR271C	P87282	YD271_YEAST	S000002679	123	4	
YDR274C;D9954.4A	YDR274C	P87283	YD274_YEAST	S000002682	123	4	
YDR278C	YDR278C	Q05612	YD278_YEAST	S000002686	105	4	
YDR286C	YDR286C	Q05530	YD286_YEAST	S000002694	114	4	
YDR290W	YDR290W	P87280	YD290_YEAST	S000002698	109	4	
YDR306C	YDR306C	Q06640	YD306_YEAST	S000002714	478	4	
YDR320W-B	YDR320W-B	P0C5M0	YD320_YEAST	S000028821	45	4	
YDR327W	YDR327W	P87288	YD327_YEAST	S000002735	108	4	
YDR338C;D9651.8	YDR338C	Q05497	YD338_YEAST	S000002746	695	4	
YDR340W	YDR340W	Q05503	YD340_YEAST	S000002748	100	4	
YDR341C;D9651.10	YDR341C	Q05506	SYRC_YEAST	S000002749	607	(3)	4
YDR344C	YDR344C	Q05510	YD344_YEAST	S000002752	147	4	
YDR354C-A	YDR354C-A	Q8TGP6	YD354_YEAST	S000028613	47	4	
YDR355C	YDR355C	P87285	YD355_YEAST	S000002763	100	4	
YDR366C	YDR366C	P87287	YD366_YEAST	S000002774	132	4	
YDR371C-A	YDR371C-A	P0C5M1	YD371_YEAST	S000028822	34	4	
YDR374W-A	YDR374W-A	Q2V2P8	YD74A_YEAST	S000113553	89	4	
YDR381C-A	YDR381C-A	Q3E6R5	YD381_YEAST	S000007650	114	4	
YDR387C	YDR387C	Q04162	YD387_YEAST	S000002795	555	4	
YDR391C	YDR391C	Q04170	YD391_YEAST	S000002799	232	4	
YDR396W	YDR396W	O13522	YD396_YEAST	S000002804	166	4	
YDR401W	YDR401W	O13523	YD401_YEAST	S000002809	187	4	
YDR406W-A;smORF144	YDR406W-A	P0C5M2	YD406_YEAST	S000028543	81	4	
YDR413C	YDR413C	P87266	YD413_YEAST	S000002821	191	4	
YDR415C	YDR415C	Q04033	YD415_YEAST	S000002823	374	4	
YDR417C	YDR417C	P87267	YD417_YEAST	S000002825	123	4	
YDR426C	YDR426C	P87268	YD426_YEAST	S000002834	125	4	
YDR431W	YDR431W	Q04069	YD431_YEAST	S000002839	103	4	
YDR433W	YDR433W	P87269	YD433_YEAST	S000002841	146	4	
YDR442W	YDR442W	P87270	YD442_YEAST	S000002850	130	4	
YDR444W	YDR444W	Q04093	YD444_YEAST	S000002852	687	4	
YDR445C	YDR445C	Q04100	YD445_YEAST	S000002853	135	4	
YDR455C	YDR455C	P87271	YD455_YEAST	S000002863	102	4	
YDR461C-A	YDR461C-A	Q2V2P7	YD461_YEAST	S000087209	80	4	
YDR464C-A	YDR464C-A	Q8TGP5	YD464_YEAST	S000028614	62	4	
YDR467C	YDR467C	P87264	YD467_YEAST	S000002875	108	4	
YDR476C	YDR476C	Q03362	YD476_YEAST	S000002884	224	4	
YDR491C	YDR491C	Q03418	YD491_YEAST	S000002899	163	4	
YDR509W	YDR509W	P87272	YD509_YEAST	S000002917	115	4	
YDR510C-A	YDR510C-A	Q8TGR7	YD510_YEAST	S000028615	38	4	
YDR514C	YDR514C	Q04408	YD514_YEAST	S000002922	483	4	
YDR521W	YDR521W	P87273	YD521_YEAST	S000002929	111	4	
YDR524C-A;YDR524C-C	YDR524C-A	Q8TGR6	YD24A_YEAST	S000028616	39	4	
YDR524C-B	YDR524C-B	Q3E6R4	YD24B_YEAST	S000028739	66	4	
YDR524W-C;YDR524W-A	YDR524W-C	P0C1Z1	YD24C_YEAST	S000028740	29	4	
YDR526C	YDR526C	P87274	YD526_YEAST	S000002934	156	4	
YDR535C	YDR535C	Q04434	YD535_YEAST	S000002943	166	4	
YDR537C	YDR537C	P87261	YD537_YEAST	S000002945	201	4	
YDR541C	YDR541C	Q03049	YD541_YEAST	S000002949	344	4	
YDR543C;D3703.6	YDR543C	Q03051	YD543_YEAST	S000002951	99	4	
YDR544C	YDR544C	Q03057	YD544_YEAST	S000002952	142	4	
YDR545C-A	YDR545C-A	P0CL37	YD545_YEAST	S000028617	159	4	
YEL008C-A	YEL008C-A	Q8TGP3	YE008_YEAST	S000028618	30	5	
YEL008W	YEL008W	P40001	YEA8_YEAST	S000000734	126	5	
YEL009C-A	YEL009C-A	A0A023PZF2	YE009_YEAST	S000028741	135	5	
YEL010W	YEL010W	P40000	YEB0_YEAST	S000000736	116	5	
YEL014C	YEL014C	P39999	YEB4_YEAST	S000000740	101	5	
YEL018C-A	YEL018C-A	A0A023PYD9	YE018_YEAST	S000028742	177	5	
YEL020C	YEL020C	P39994	YEC0_YEAST	S000000746	560	5	
YEL020C-B;smORF171	YEL020C-B	P0C5M6	YE020_YEAST	S000028544	65	5	
YEL023C	YEL023C	P39992	YEC3_YEAST	S000000749	682	5	
YEL025C	YEL025C	P39991	YEC5_YEAST	S000000751	1188	5	
YEL028W	YEL028W	P39989	YEC8_YEAST	S000000754	153	5	
YEL030C-A	YEL030C-A	Q8TGR5	YE030_YEAST	S000028619	104	5	
YEL032C-A	YEL032C-A	Q8TGP4	YE032_YEAST	S000028620	53	5	
YEL034C-A	YEL034C-A	Q02217	YE034_YEAST	S000028743	200	5	
YEL043W;SYGP-ORF14	YEL043W	P32618	YEF3_YEAST	S000000769	956	5	
YEL045C;SYGP-ORF33	YEL045C	P32616	YEF5_YEAST	S000000771	141	5	
YEL050W-A;smORF167	YEL050W-A	P0C5M7	YE050_YEAST	S000028545	63	5	
YEL053W-A	YEL053W-A	A0A023PXC2	YE53A_YEAST	S000028744	115	5	
YEL057C	YEL057C	P39983	YEG7_YEAST	S000000783	233	5	
YEL067C	YEL067C	P39978	YEH7_YEAST	S000000793	195	5	
YEL068C	YEL068C	P39977	YEH8_YEAST	S000000794	110	5	
YEL073C	YEL073C	P39974	YEI3_YEAST	S000000799	107	5	
YEL074W	YEL074W	P39973	YEI4_YEAST	S000000800	112	5	
YEL075C	YEL075C	P39972	YEI5_YEAST	S000000801	122	5	
YEL075W-A;YEL076W-C	YEL075W-A	P89888	YE075_YEAST	S000002956	203	5	
YEL076C	YEL076C	P39971	YEI6_YEAST	S000000802	216	5	
YEL076C-A	YEL076C-A	P0CX16	YE076_YEAST	S000002955	216	5	
YEL077C	YEL077C	Q3E7X8	YE077_YEAST	S000006409	1277	5	
YEL077W-A	YEL077W-A	P0CX95	YE07A_YEAST	S000028621	160	5	
YER006C-A	YER006C-A	A0A023PXI8	YE006_YEAST	S000028745	105	5	
YER010C	YER010C	P40011	RRAAH_YEAST	S000000812	234	(3)	5
YER023C-A	YER023C-A	Q8TGP2	YE023_YEAST	S000028622	70	5	
YER034W	YER034W	P40022	YEM4_YEAST	S000000836	185	5	
YER039C-A	YER039C-A	P0CD97	YR039_YEAST	S000007226	72	5	
YER046W-A	YER046W-A	A0A023PZF5	YE046_YEAST	S000028747	109	5	
YER053C-A	YER053C-A	Q3E7B0	YE053_YEAST	S000007523	37	5	
YER066C-A	YER066C-A	P87263	YE066_YEAST	S000002959	166	5	
YER067C-A	YER067C-A	A0A023PYE4	YE067_YEAST	S000028748	107	5	
YER068C-A	YER068C-A	A0A023PXC7	YE068_YEAST	S000028749	143	5	
YER076C	YER076C	P40049	YEQ6_YEAST	S000000878	302	5	
YER076W-A	YER076W-A	A0A023PXJ3	YE76A_YEAST	S000028750	115	5	
YER078W-A	YER078W-A	Q3E7A2	YE078_YEAST	S000028546	54	5	
YER079C-A	YER079C-A	A0A023PZB8	YE079_YEAST	S000028751	112	5	
YER079W	YER079W	P40052	YEQ9_YEAST	S000000881	210	5	
YER084W	YER084W	P40057	YER4_YEAST	S000000886	128	5	
YER084W-A	YER084W-A	A0A023PZG0	YE084_YEAST	S000028752	170	5	
YER085C	YER085C	P40058	YER5_YEAST	S000000887	173	5	
YER087C-A	YER087C-A	A0A023PYE9	YE087_YEAST	S000028753	183	5	
YER088C-A	YER088C-A	A0A023PXD3	YE88A_YEAST	S000028754	107	5	
YER088W-B;YER088W-A	YER088W-B	Q8TGR4	YE088_YEAST	S000028623	48	5	
YER090C-A	YER090C-A	P0C5M8	YE090_YEAST	S000029725	29	5	
YER091C-A	YER091C-A	Q02590	YE091_YEAST	S000007238	73	5	
YER097W	YER097W	P40062	YES7_YEAST	S000000899	109	5	
YER107W-A	YER107W-A	A0A023PXJ7	YE107_YEAST	S000028755	106	5	
YER119C-A	YER119C-A	P87191	YE119_YEAST	S000002961	123	5	
YER121W	YER121W	P40076	YEV1_YEAST	S000000923	114	5	
YER130C	YER130C	P39959	YEW0_YEAST	S000000932	443	5	
YER133W-A	YER133W-A	A0A023PZC3	YE133_YEAST	S000028756	113	5	
YER134C	YER134C	P40081	MGDP1_YEAST	S000000936	178	5	
YER135C	YER135C	P40082	YEW5_YEAST	S000000937	130	5	
YER137C	YER137C	P40083	YEW7_YEAST	S000000939	148	5	
YER137W-A	YER137W-A	A0A023PZG5	YE137_YEAST	S000028757	101	5	
YER138W-A	YER138W-A	P0C270	YE38A_YEAST	S000007239	34	5	
YER145C-A	YER145C-A	A0A023PYF4	YE145_YEAST	S000028758	145	5	
YER147C-A	YER147C-A	A0A023PXD5	YE147_YEAST	S000028759	136	5	
YER148W-A	YER148W-A	A0A023PXK2	YE148_YEAST	S000028760	192	5	
YER152C	YER152C	P10356	YEY2_YEAST	S000000954	443	5	
YER152W-A	YER152W-A	A0A023PZC7	YE152_YEAST	S000028761	188	5	
YER156C	YER156C	P40093	YEY6_YEAST	S000000958	338	5	
YER158C	YER158C	P40095	YEY8_YEAST	S000000960	573	5	
YER158W-A	YER158W-A	Q8TGR3	YE158_YEAST	S000028624	71	5	
YER165C-A	YER165C-A	A0A023PZH1	YE165_YEAST	S000028762	118	5	
YER172C-A	YER172C-A	A0A023PYF7	YE172_YEAST	S000028763	126	5	
YER175W-A	YER175W-A	Q8TGU4	YE175_YEAST	S000028625	54	5	
YER181C	YER181C	P40097	YE11_YEAST	S000000983	107	5	
YER184C	YER184C	P39961	YE14_YEAST	S000000986	794	5	
YER186C	YER186C	P40101	YE16_YEAST	S000000988	306	5	
YER187W	YER187W	P40102	YE17_YEAST	S000000989	141	5	
YER188C-A	YER188C-A	P0C0V2	YE18A_YEAST	S000028764	99	5	
YER188W	YER188W	P40103	YE18_YEAST	S000000990	239	5	
YER189W	YER189W	P40104	YE19_YEAST	S000000991	122	5	
YER190C-A	YER190C-A	P0CL27	YER90_YEAST	S000028626	191	5	
YER190C-B	YER190C-B	P0CX94	YE190_YEAST	S000028627	160	5	
YFL012W	YFL012W	P43580	YFB2_YEAST	S000001882	148	6	
YFL012W-A	YFL012W-A	Q03186	YFL12_YEAST	S000002964	124	6	
YFL013W-A	YFL013W-A	Q03187	YF013_YEAST	S000028628	267	6	
YFL015C	YFL015C	P43578	YFB5_YEAST	S000001879	164	6	
YFL015W-A	YFL015W-A	A0A023PXD9	YF015_YEAST	S000028765	105	6	
YFL019C	YFL019C	P43576	YFB9_YEAST	S000001875	117	6	
YFL021C-A	YFL021C-A	A0A023PXK7	YF021_YEAST	S000028766	284	6	
YFL031C-A;YFL030C-A	YFL031C-A	Q8TGU3	YF030_YEAST	S000028629	33	6	
YFL032W	YFL032W	P43566	YFD2_YEAST	S000001862	106	6	
YFL034W	YFL034W	P43564	YFD4_YEAST	S000001860	1073	6	
YFL040W	YFL040W	P43562	YFE0_YEAST	S000001854	540	6	
YFL041W-A	YFL041W-A	Q3E817	YF041_YEAST	S000028547	63	6	
YFL051C	YFL051C	P43552	YFF1_YEAST	S000001843	160	6	
YFL052W	YFL052W	P43551	YFF2_YEAST	S000001842	465	6	
YFL054C	YFL054C	P43549	YFF4_YEAST	S000001840	646	6	
YFL057C	YFL057C	P43546	YFL57_YEAST	S000001837	152	6	
YFL063W	YFL063W	P43541	YFG3_YEAST	S000001831	151	6	
YFL064C	YFL064C	P43540	YFG4_YEAST	S000001830	174	6	
YFL065C	YFL065C	P43539	YFG5_YEAST	S000001829	102	6	
YFL066C	YFL066C	P43538	YFG6_YEAST	S000001828	392	6	
YFL067W	YFL067W	P43537	YFG7_YEAST	S000001827	175	6	
YFL068W	YFL068W	P0CX99	YFG8_YEAST	S000001826	160	6	
YFR006W	YFR006W	P43590	YFH6_YEAST	S000001902	535	6	
YFR009W-A	YFR009W-A	P0C5M9	YF009_YEAST	S000028823	85	6	
YFR010W-A	YFR010W-A	P0C5N0	YF010_YEAST	S000028824	62	6	
YFR012W-A	YFR012W-A	Q3E838	YF012_YEAST	S000007606	28	6	
YFR016C	YFR016C	P43597	YFI6_YEAST	S000001912	1233	6	
YFR018C	YFR018C	P43599	YFI8_YEAST	S000001914	363	6	
YFR020W	YFR020W	P43600	YFJ0_YEAST	S000001916	232	6	
YFR032C-B	YFR032C-B	Q8TGU2	YF032_YEAST	S000028630	87	6	
YFR034W-A	YFR034W-A	Q8TGR2	YF034_YEAST	S000028631	95	6	
YFR035C	YFR035C	P43608	YFK5_YEAST	S000001931	114	6	
YFR036W-A	YFR036W-A	A0A023PZD0	YF036_YEAST	S000028767	216	6	
YFR045W	YFR045W	P43617	YFL5_YEAST	S000001941	309	6	
YFR052C-A	YFR052C-A	A0A023PZH4	YF052_YEAST	S000028768	101	6	
YFR054C	YFR054C	P43622	YFM4_YEAST	S000001950	192	6	
YFR056C	YFR056C	P43624	YFM6_YEAST	S000001951	122	6	
YFR057W	YFR057W	P43625	YFM7_YEAST	S000001953	151	6	
YGL006W-A	YGL006W-A	Q3E802	YG006_YEAST	S000028769	36	7	
YGL007C-A	YGL007C-A	Q8TGU0	YG007_YEAST	S000028632	28	7	
YGL010W;YGL021	YGL010W	P25338	YGB0_YEAST	S000002978	174	7	
YGL014C-A	YGL014C-A	P0C5N1	YG014_YEAST	S000028825	53	7	
YGL015C;YGL026	YGL015C	P33199	YGB5_YEAST	S000002983	130	7	
YGL024W	YGL024W	P53190	YGC4_YEAST	S000002992	111	7	
YGL034C	YGL034C	P53186	YGD4_YEAST	S000003002	121	7	
YGL036W	YGL036W	P53185	YG036_YEAST	S000003004	909	7	
YGL039W	YGL039W	P53183	YGD9_YEAST	S000003007	348	7	
YGL041C	YGL041C	P53182	YGE1_YEAST	S000003009	67	7	
YGL041C-B	YGL041C-B	Q3E750	YG41B_YEAST	S000028548	60	7	
YGL041W-A	YGL041W-A	P0C5N3	YG41A_YEAST	S000028826	154	7	
YGL042C	YGL042C	P53181	YGE2_YEAST	S000003010	101	7	
YGL052W	YGL052W	P53175	YGF2_YEAST	S000003020	101	7	
YGL063C-A	YGL063C-A	Q8TGP0	YG063_YEAST	S000028633	49	7	
YGL069C	YGL069C	P53162	YGG9_YEAST	S000003037	154	7	
YGL072C	YGL072C	P53161	YGH2_YEAST	S000003040	119	7	
YGL074C	YGL074C	P53160	YGH4_YEAST	S000003042	108	7	
YGL081W	YGL081W	P53156	YGI1_YEAST	S000003049	320	7	
YGL082W	YGL082W	P53155	YGI2_YEAST	S000003050	381	7	
YGL088W	YGL088W	P53151	YGI8_YEAST	S000003056	121	7	
YGL101W	YGL101W	P53144	YGK1_YEAST	S000003069	215	7	
YGL102C	YGL102C	P53143	YGK2_YEAST	S000003070	142	7	
YGL108C;G3070	YGL108C	P53139	YGK8_YEAST	S000003076	140	7	
YGL109W;G3065	YGL109W	P53138	YGK9_YEAST	S000003077	107	7	
YGL114W	YGL114W	P53134	YGL4_YEAST	S000003082	725	7	
YGL117W	YGL117W	P53133	YGL7_YEAST	S000003085	265	7	
YGL118C	YGL118C	P53132	YGL8_YEAST	S000003086	145	7	
YGL123C-A	YGL123C-A	Q8TGP1	YG123_YEAST	S000028634	76	7	
YGL132W;G2847	YGL132W	P53126	YGN2_YEAST	S000003100	111	7	
YGL138C;G2816	YGL138C	P53122	YGN8_YEAST	S000003106	345	7	
YGL140C	YGL140C	P53120	YGO0_YEAST	S000003108	1219	7	
YGL149W;G1895	YGL149W	P53116	YGO9_YEAST	S000003117	101	7	
YGL152C;G1873	YGL152C	P53113	YGP2_YEAST	S000003120	225	7	
YGL159W;G1840	YGL159W	P53110	YGP9_YEAST	S000003127	370	7	
YGL165C;G1814	YGL165C	P53106	YGR5_YEAST	S000003133	192	7	
YGL176C;G1636	YGL176C	P46945	YGS6_YEAST	S000003144	554	7	
YGL177W;BIB115	YGL177W	P53105	YGS7_YEAST	S000003145	115	7	
YGL182C;G1607	YGL182C	P53103	YGT2_YEAST	S000003150	107	7	
YGL185C;G1380	YGL185C	P53100	YGT5_YEAST	S000003153	379	7	
YGL188C	YGL188C	P53098	YGT8_YEAST	S000003156	57	7	
YGL188C-A	YGL188C-A	Q8TGU1	YG188_YEAST	S000028635	46	7	
YGL193C;G1334	YGL193C	P53097	YGU3_YEAST	S000003161	103	7	
YGL194C-A	YGL194C-A	Q2V2P6	YG194_YEAST	S000087160	80	7	
YGL199C;G1301	YGL199C	P53092	YGU9_YEAST	S000003167	156	7	
YGL204C	YGL204C	P53089	YGV4_YEAST	S000003172	101	7	
YGL214W	YGL214W	P53087	YGW4_YEAST	S000003182	161	7	
YGL217C	YGL217C	P53085	YGW7_YEAST	S000003185	113	7	
YGL218W	YGL218W	P53084	YGW8_YEAST	S000003186	216	7	
YGL230C	YGL230C	P53074	YGY0_YEAST	S000003199	147	7	
YGL235W	YGL235W	P53071	YGY5_YEAST	S000003204	178	7	
YGL239C;HRE104	YGL239C	P53069	YGY9_YEAST	S000003208	104	7	
YGL242C;HRE181	YGL242C	P53066	YGZ2_YEAST	S000003211	181	7	
YGL258W-A	YGL258W-A	Q3E740	YG258_YEAST	S000007607	77	7	
YGL260W;NRB76	YGL260W	P53056	YGZE_YEAST	S000003229	76	7	
YGL262W;NRB175	YGL262W	P53054	YGZG_YEAST	S000003231	175	7	
YGR011W	YGR011W	P53205	YG16_YEAST	S000003243	108	7	
YGR012W	YGR012W	P53206	CYSKL_YEAST	S000003244	393	7	
YGR015C	YGR015C	P53208	YG19_YEAST	S000003247	328	7	
YGR016W	YGR016W	P53209	YG1A_YEAST	S000003248	190	7	
YGR017W	YGR017W	P53210	YG1B_YEAST	S000003249	297	7	
YGR018C	YGR018C	P53211	YG1C_YEAST	S000003250	109	7	
YGR021W	YGR021W	P53212	YG1D_YEAST	S000003253	290	7	
YGR022C	YGR022C	P53213	YG1E_YEAST	S000003254	109	7	
YGR025W	YGR025W	P53216	YG1H_YEAST	S000003257	100	7	
YGR026W	YGR026W	P53217	YG1I_YEAST	S000003258	278	7	
YGR035C	YGR035C	P53222	YG1O_YEAST	S000003267	116	7	
YGR035W-A	YGR035W-A	Q45U48	YG035_YEAST	S000028827	73	7	
YGR039W	YGR039W	P53225	YG1R_YEAST	S000003271	103	7	
YGR042W	YGR042W	P53227	YG1T_YEAST	S000003274	271	7	
YGR045C	YGR045C	P53229	YG1V_YEAST	S000003277	120	7	
YGR050C	YGR050C	P53231	YG1X_YEAST	S000003282	118	7	
YGR051C	YGR051C	P53232	YG1Y_YEAST	S000003283	107	7	
YGR053C	YGR053C	P53234	YG21_YEAST	S000003285	283	7	
YGR054W	YGR054W	P53235	EIF2A_YEAST	S000003286	642	7	
YGR064W	YGR064W	P53240	YG27_YEAST	S000003296	122	7	
YGR066C	YGR066C	P53242	YG29_YEAST	S000003298	292	7	
YGR067C	YGR067C	P53243	YG2A_YEAST	S000003299	804	7	
YGR068W-A	YGR068W-A	Q8TGN8	YG068_YEAST	S000028637	31	7	
YGR069W	YGR069W	P53245	YG2C_YEAST	S000003301	111	7	
YGR073C	YGR073C	P53247	YG2E_YEAST	S000003305	123	7	
YGR079W	YGR079W	P53249	YG2G_YEAST	S000003311	370	7	
YGR107W	YGR107W	P53263	YG2U_YEAST	S000003339	149	7	
YGR111W;G6145	YGR111W	P53265	YG2W_YEAST	S000003343	400	7	
YGR114C;G6163	YGR114C	P53268	YG2Z_YEAST	S000003346	129	7	
YGR115C;G6166	YGR115C	P53269	YG31_YEAST	S000003347	259	7	
YGR117C;G6172	YGR117C	P53270	YG32_YEAST	S000003349	476	7	
YGR121W-A	YGR121W-A	Q3E816	YG121_YEAST	S000028550	71	7	
YGR122C-A	YGR122C-A	P0C5N2	YG122_YEAST	S000007240	42	7	
YGR122W;G6335	YGR122W	P53272	YG34_YEAST	S000003354	402	7	
YGR125W;G6362	YGR125W	P53273	YG35_YEAST	S000003357	1036	7	
YGR126W;G6365	YGR126W	P53274	YG36_YEAST	S000003358	230	7	
YGR127W	YGR127W	P53275	YG37_YEAST	S000003359	312	7	
YGR130C	YGR130C	P53278	YG3A_YEAST	S000003362	816	7	
YGR137W	YGR137W	P53282	YG3E_YEAST	S000003369	124	7	
YGR139W	YGR139W	P53284	YG3G_YEAST	S000003371	112	7	
YGR146C-A	YGR146C-A	Q8TGT9	YG146_YEAST	S000028638	53	7	
YGR149W;G6639	YGR149W	P48236	YG3L_YEAST	S000003381	432	7	
YGR151C	YGR151C	P53287	YG3N_YEAST	S000003383	111	7	
YGR153W;G6661	YGR153W	P48238	YG3O_YEAST	S000003385	217	7	
YGR160W;G7004	YGR160W	P53288	YG3R_YEAST	S000003392	203	7	
YGR161W-C	YGR161W-C	Q3E744	YG161_YEAST	S000029726	92	7	
YGR164W	YGR164W	P53291	YG3U_YEAST	S000003396	111	7	
YGR168C	YGR168C	P53293	YG3W_YEAST	S000003400	376	7	
YGR169C-A	YGR169C-A	Q3E772	YG169_YEAST	S000028521	92	7	
YGR174W-A	YGR174W-A	Q8TGT8	YG174_YEAST	S000028639	28	7	
YGR176W	YGR176W	P32475	YG3Z_YEAST	S000003408	115	7	
YGR182C;G7160	YGR182C	P53300	YG45_YEAST	S000003414	117	7	
YGR190C	YGR190C	P53302	YG47_YEAST	S000003422	121	7	
YGR201C;G7727	YGR201C	P42936	YG4D_YEAST	S000003433	225	7	
YGR204C-A	YGR204C-A	Q8TGT7	YG204_YEAST	S000028640	37	7	
YGR210C;G7748	YGR210C	P42942	YG4I_YEAST	S000003442	411	7	
YGR219W	YGR219W	P53307	YG4O_YEAST	S000003451	113	7	
YGR226C;G8544	YGR226C	P50083	YG4T_YEAST	S000003458	69	7	
YGR228W	YGR228W	P53308	YG4U_YEAST	S000003460	114	7	
YGR237C;G8581	YGR237C	P50089	YG51_YEAST	S000003469	785	7	
YGR240C-A	YGR240C-A	Q3E786	YG240_YEAST	S000028551	66	7	
YGR242W	YGR242W	P53310	YG55_YEAST	S000003474	102	7	
YGR250C	YGR250C	P53316	YG5B_YEAST	S000003482	781	7	
YGR259C	YGR259C	P53321	YG5G_YEAST	S000003491	146	7	
YGR265W	YGR265W	P53325	YG5K_YEAST	S000003497	136	7	
YGR266W	YGR266W	P53326	YG5L_YEAST	S000003498	701	7	
YGR269W	YGR269W	P40326	YG5N_YEAST	S000003501	108	7	
YGR270C-A	YGR270C-A	Q8TGN7	YG270_YEAST	S000028641	72	7	
YGR273C;G9371	YGR273C	P53329	YG5Q_YEAST	S000003505	174	7	
YGR283C	YGR283C	P53336	YG5X_YEAST	S000003515	341	7	
YGR290W	YGR290W	P53339	YG61_YEAST	S000003522	147	7	
YGR291C	YGR291C	P53340	YG62_YEAST	S000003523	73	7	
YGR293C	YGR293C	P53342	YG64_YEAST	S000003525	153	7	
YGR296C-A	YGR296C-A	P0CL28	YGR96_YEAST	S000028642	191	7	
YGR296C-B	YGR296C-B	P0CX96	YG296_YEAST	S000028643	160	7	
YHL002C-A	YHL002C-A	A0A023PYG1	YH002_YEAST	S000028770	162	8	
YHL005C	YHL005C	P38752	YHA5_YEAST	S000000997	130	8	
YHL006W-A	YHL006W-A	A0A023PXE5	YH006_YEAST	S000028771	117	8	
YHL008C	YHL008C	P38750	YHA8_YEAST	S000001000	627	8	
YHL012W	YHL012W	P38709	UGPA2_YEAST	S000001004	493	8	
YHL015W-A	YHL015W-A	Q3E7Z6	YH015_YEAST	S000028828	27	8	
YHL017W	YHL017W	P38745	YHB7_YEAST	S000001009	532	8	
YHL018W	YHL018W	P38744	PHS_YEAST	S000001010	120	8	
YHL019W-A	YHL019W-A	A0A023PXL1	YH019_YEAST	S000028772	197	8	
YHL026C	YHL026C	P38740	YHC6_YEAST	S000001018	315	8	
YHL030W-A	YHL030W-A	A0A023PZD5	YH030_YEAST	S000028773	153	8	
YHL034W-A	YHL034W-A	A0A023PZH9	YH034_YEAST	S000028774	153	8	
YHL037C	YHL037C	P38733	YHD7_YEAST	S000001029	133	8	
YHL041W	YHL041W	P38730	YHE1_YEAST	S000001033	149	8	
YHL042W	YHL042W	P38729	YHE2_YEAST	S000001034	150	8	
YHL044W	YHL044W	P38727	YHE4_YEAST	S000001036	235	8	
YHL045W	YHL045W	P38726	YHE5_YEAST	S000001037	115	8	
YHL046W-A	YHL046W-A	A0A023PYG5	YH046_YEAST	S000028775	108	8	
YHL048C-A	YHL048C-A	Q3E758	YH048_YEAST	S000028829	44	8	
YHL049C	YHL049C	P38722	YHE9_YEAST	S000001041	271	8	
YHL050C	YHL050C	P38721	YHF0_YEAST	S000001042	697	8	
YHL050W-A	YHL050W-A	P0C5B8	YH050_YEAST	S000028644	160	8	
YHR007C-A	YHR007C-A	Q07074	YH007_YEAST	S000028830	71	8	
YHR020W	YHR020W	P38708	YHI0_YEAST	S000001062	688	8	
YHR022C	YHR022C	P38763	YHI2_YEAST	S000001064	256	8	
YHR022C-A	YHR022C-A	Q8TGT6	YH022_YEAST	S000028645	29	8	
YHR028W-A	YHR028W-A	A0A023PXE8	YH028_YEAST	S000028776	106	8	
YHR032C-A	YHR032C-A	Q8TGT5	YH032_YEAST	S000028646	39	8	
YHR032W-A	YHR032W-A	P0C5N6	YH32A_YEAST	S000028831	59	8	
YHR033W	YHR033W	P38690	YHJ3_YEAST	S000001075	423	8	
YHR035W	YHR035W	P38769	YHJ5_YEAST	S000001077	630	8	
YHR045W	YHR045W	P38775	YHK5_YEAST	S000001087	560	8	
YHR049C-A	YHR049C-A	O13533	YH049_YEAST	S000003532	98	8	
YHR050W-A	YHR050W-A	Q05451	YH50_YEAST	S000028832	56	8	
YHR052W-A	YHR052W-A	P0CL32	YH052_YEAST	S000028647	64	8	
YHR054C	YHR054C	P38780	YHL4_YEAST	S000001096	354	8	
YHR054W-A	YHR054W-A	P0CL33	YH054_YEAST	S000028648	64	8	
YHR056W-A	YHR056W-A	A0A023PXL7	YH056_YEAST	S000028777	144	8	
YHR063W-A	YHR063W-A	A0A023PZE1	YH063_YEAST	S000028778	111	8	
YHR069C-A	YHR069C-A	A0A023PZI4	YH069_YEAST	S000028779	120	8	
YHR070C-A	YHR070C-A	A0A023PYH0	YH070_YEAST	S000028780	136	8	
YHR071C-A	YHR071C-A	A0A023PXF2	YH071_YEAST	S000028781	106	8	
YHR073C-B	YHR073C-B	P0C5N4	YH73B_YEAST	S000028833	26	8	
YHR073W-A	YHR073W-A	P0C5N7	YH73A_YEAST	S000028834	58	8	
YHR078W	YHR078W	P38799	YHN8_YEAST	S000001120	552	8	
YHR086W-A	YHR086W-A	Q3E746	YH086_YEAST	S000028552	53	8	
YHR095W	YHR095W	P38808	YHP5_YEAST	S000001137	164	8	
YHR097C	YHR097C	P38809	YHP7_YEAST	S000001139	366	8	
YHR112C	YHR112C	P38716	YHR2_YEAST	S000001154	378	8	
YHR122W	YHR122W	P38829	YHS2_YEAST	S000001164	231	8	
YHR125W	YHR125W	P38831	YHS5_YEAST	S000001167	101	8	
